mol_index,smiles,exp_logp,rdkit_logp,mw,num_atoms,atom_contribs
3109,COc1ccc2[nH]c(cc2c1)C(=O)N3CCN(C)CC3,1.62,-0.8641,273.336,20,"[-0.2035 -0.4195  0.5437  0.1581  0.1581  0.2955 -0.3239  0.136   0.1581
  0.2955  0.1581 -0.2783  0.1129 -0.3187 -0.2035 -0.2035 -0.3187 -0.2035
 -0.2035 -0.2035]"
4150,Nc1ccc2cn[nH]c2c1,0.52,0.010499999999999982,133.15400000000002,10,"[-1.027   0.4619  0.1581  0.1581  0.2955  0.1581 -0.3239 -0.3239  0.2955
  0.1581]"
3586,CN(c1ccnc(Nc2cc(cc(c2)C(=O)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,2.2,-0.7846800000000003,518.6180000000004,38,"[-0.2035  -0.4458   0.4619   0.1581   0.1581  -0.3239   0.4619  -0.5188
  0.4619   0.1581   0.4619   0.1581   0.136    0.1581  -0.2783   0.1129
 -0.3187  -0.2035  -0.2035  -0.0684  -0.2035  -0.2035  -0.4458  -0.2035
 -0.2035  -0.0684  -0.2035  -0.2035  -0.3239   0.4619   0.1581   0.136
 -0.0516  -0.2893   0.1581   0.1581   0.136    0.08452]"
806,COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccc3)c2,3.76,1.6440999999999997,336.36600000000004,25,"[-0.2035 -0.4195  0.5437  0.1581  0.      0.4202  0.1581  0.1581  0.2713
  0.2713  0.1581 -0.3239  0.1581  0.136  -0.0516 -0.7096 -0.2783  0.1129
  0.136   0.1581  0.1581  0.1581  0.1581  0.1581  0.1581]"
1846,CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C,0.78,-0.6097999999999999,283.39300000000003,19,"[ 0.1441  0.      0.1441 -0.0516  0.136   0.1581  0.1581  0.136   0.1581
  0.1581  0.1193  0.1441 -0.2783 -0.1526 -0.7096 -0.0024 -0.3339 -0.3339
 -0.2035]"
2132,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]4CCCN(C)C4,3.05,1.9609999999999994,475.36200000000036,30,"[-0.2035 -0.4195  0.5437  0.1581  0.2955  0.4619 -0.5188  0.4619  0.1581
  0.1581  0.198   0.8456  0.1581  0.      0.4202 -0.3239  0.1581 -0.3239
  0.2955  0.1581  0.5437 -0.4195 -0.2035  0.      0.1441  0.1441 -0.2035
 -0.3187 -0.2035 -0.2035]"
1198,CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2,0.85,1.9067999999999996,244.265,18,"[ 0.1441  0.1193 -0.2783 -0.1526 -0.2893  0.136   0.1581  0.1581  0.2713
  0.      0.4202  0.1581  0.2713  0.1581  0.1581  0.1581  0.1581  0.1581]"
1966,OC(=O)[C@H](N1CCC(CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)CC1)c4ccccc4,2.14,1.5095,477.4320000000002,32,"[-0.2893 -0.2783 -0.1526  0.1193 -0.3187 -0.2035  0.1441  0.     -0.2035
 -0.3187 -0.2035  0.1441 -0.2051  0.1441 -0.2035 -0.4195  0.5437  0.1581
  0.1581  0.245   0.6895  0.245   0.6895  0.1581  0.1441 -0.2035  0.136
  0.1581  0.1581  0.1581  0.1581  0.1581]"
27,C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6,2.27,5.1252,550.7500000000003,42,"[ 0.1441  0.1441  0.1441  0.1441 -0.2035 -0.5188  0.4619  0.1581  0.2713
 -0.3239  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955  0.2713  0.1581
  0.1581  0.1581  0.1581  0.1581  0.1441  0.1441 -0.2035 -0.5188  0.4619
  0.1581  0.2713 -0.3239  0.2955  0.1581  0.1581  0.1581  0.1581  0.2955
  0.2713  0.1581  0.1581  0.1581  0.1581  0.1581]"
3136,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CS(=O)(=O)N)c4ccc(Cl)cc4,2.2,-2.4442,477.9780000000002,32,"[-1.019  -0.2051  0.1441 -0.2035 -0.4458 -0.2035  0.1441  0.4619 -0.3239
  0.1581 -0.3239  0.2955 -0.3239  0.1581  0.1581  0.2955 -0.2783 -0.1526
 -0.7096  0.1193 -0.2035 -0.0024 -0.3339 -0.3339 -1.019   0.136   0.1581
  0.1581  0.245   0.6895  0.1581  0.1581]"
1272,NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)cc1,2.7,0.9065000000000005,419.8500000000002,28,"[-1.019  -0.0024 -0.3339 -0.3339  0.1893  0.1581  0.1581  0.4619 -0.5188
  0.4619 -0.3239  0.1581  0.1581  0.4619 -0.5188  0.4619  0.245   0.6895
  0.1581  0.1581  0.5437 -0.4195 -0.2035 -0.4195  0.5437 -0.3239  0.1581
  0.1581]"
799,CC(C)c1ccccc1Cc2cc(C(=O)Nc3ccc(cc3)S(=O)(=O)c4ccccc4C(C)(C)C)c(O)c(O)c2O,3.44,3.6761000000000004,573.7110000000004,41,"[ 0.1441  0.1193  0.1441  0.136   0.1581  0.1581  0.1581  0.1581  0.136
 -0.0516  0.136   0.1581  0.136  -0.2783  0.1129 -0.5188  0.4619  0.1581
  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339 -0.3339  0.1893  0.1581
  0.1581  0.1581  0.1581  0.136  -0.0967  0.1441  0.1441  0.1441  0.5437
 -0.2893  0.5437 -0.2893  0.5437 -0.2893]"
2844,CC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,0.97,-0.07235999999999998,420.5790000000001,29,"[ 0.1441   0.1193   0.1441  -0.3239  -0.3239   0.136    0.08452  0.136
 -0.2783   0.1129  -0.7096  -0.2051   0.1441   0.       0.1441   0.1441
  0.1441   0.4619  -0.5188  -0.0024  -0.3339  -0.3339   0.1893   0.1581
  0.1581   0.136    0.08452  0.1581   0.1581 ]"
2918,CCc1cc(ccn1)C(=S)N,1.52,-0.13419999999999987,166.24899999999997,11,"[ 0.1441 -0.0516  0.136   0.1581  0.136   0.1581  0.1581 -0.3239 -0.2783
  0.6482 -1.019 ]"
2744,Nc1nc(nc(N)c1Cc2ccccc2F)c3ccccn3,2.12,0.3460999999999999,295.321,22,"[-1.027   0.4619 -0.3239  0.2713 -0.3239  0.4619 -1.027   0.136  -0.0516
  0.136   0.1581  0.1581  0.1581  0.1581  0.      0.4202  0.2713  0.1581
  0.1581  0.1581  0.1581 -0.3239]"
2826,CC1=C(C(=O)N(C[C@H](N)c2ccccc2)C(=O)N1Cc3c(F)cccc3F)c4ccc5OCOc5c4,2.67,0.7292200000000001,491.49400000000026,36,"[ 0.08452  0.136    0.2713  -0.8186   0.1788  -0.3239  -0.0516   0.1193
 -1.019    0.136    0.1581   0.1581   0.1581   0.1581   0.1581  -0.8186
  0.1788  -0.3239  -0.0516   0.136    0.       0.4202   0.1581   0.1581
  0.1581   0.       0.4202   0.2713   0.1581   0.1581   0.5437  -0.4195
 -0.2035  -0.4195   0.5437   0.1581 ]"
3088,COc1cnc(nc1NC(C)C)c2ccccn2,2.01,0.30829999999999974,244.29800000000003,18,"[-0.2035 -0.4195  0.5437  0.1581 -0.3239  0.2713 -0.3239  0.4619 -0.5188
 -0.2051  0.1441  0.1441  0.2713  0.1581  0.1581  0.1581  0.1581 -0.3239]"
4160,CCOc1ccccc1CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,1.13,0.5441999999999999,493.62900000000013,35,"[ 0.1441 -0.2035 -0.4195  0.5437  0.1581  0.1581  0.1581  0.1581  0.136
 -0.0516 -0.7096 -0.0516  0.136   0.1581  0.1581  0.1581  0.136  -0.0516
 -0.2035 -0.7096 -0.2035  0.1193 -0.2893  0.136   0.1581  0.1581  0.5437
 -0.2893  0.2955 -0.3239 -0.8186  0.1788  0.6237  0.2955  0.1581]"
3675,CCOC(=O)c1cnc2c(N)cccc2c1O,0.9,0.4316000000000001,232.239,17,"[ 0.1441 -0.2035 -0.0684 -0.2783  0.1129  0.136   0.1581 -0.3239  0.2955
  0.4619 -1.027   0.1581  0.1581  0.1581  0.2955  0.5437 -0.2893]"
112,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,2.49,2.0418,248.228,18,"[-0.2893  0.1193 -0.2783  0.1129  0.136   0.1581  0.1581  0.      0.4202
  0.1581  0.1581  0.136   0.1581  0.1581  0.      0.4202  0.1581  0.1581]"
158,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,1.61,-0.19978000000000004,514.4350000000002,33,"[ 0.1441   0.       0.1441  -0.0516  -0.3239  -0.8186   0.1788  -0.3239
 -0.1444  -0.8186   0.1788   0.2955   0.2955   0.6237   0.136   -0.0516
 -0.3239   0.136    0.08452 -0.3239   0.245    0.6895   0.245    0.6895
  0.136   -0.2783   0.1129  -0.3187  -0.2035   0.1441  -0.2051  -0.2893
 -0.2035 ]"
3732,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccc(F)cc3F)cc1,2.5,0.002899999999999958,359.41999999999996,26,"[ 0.1441 -0.2783 -0.1526 -0.7096 -0.0516  0.136   0.1581  0.1581  0.136
 -0.0516 -0.3187 -0.2035 -0.2035 -0.4458 -0.2035 -0.2035  0.4619  0.1581
  0.1581  0.      0.4202  0.1581  0.      0.4202  0.1581  0.1581]"
953,NC(=O)NC(=O)C(Nc1ccc2CCCc2c1)c3ccccc3,3.3,-0.17839999999999992,309.36899999999997,23,"[-1.019  -0.2783  0.4833 -0.7096 -0.2783 -0.1526  0.1193 -0.5188  0.4619
  0.1581  0.1581  0.136  -0.0516  0.1441 -0.0516  0.136   0.1581  0.136
  0.1581  0.1581  0.1581  0.1581  0.1581]"
683,Cc1ccc(cc1)n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C,2.5,1.03248,382.4850000000002,27,"[ 0.08452  0.136    0.1581   0.1581   0.2713   0.1581   0.1581  -0.3239
  0.136    0.08452  0.1581   0.136   -0.2783   0.1129  -0.7096  -0.0024
 -0.3339  -0.3339   0.1893   0.1581   0.1581   0.136    0.08452  0.1581
  0.1581   0.136    0.08452]"
773,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,3.2,-0.6199999999999999,517.5560000000003,37,"[ 0.1441 -0.2783 -0.1526 -0.3187 -0.2035 -0.2035 -0.3187 -0.2035 -0.2035
 -0.4195  0.5437  0.1581  0.1581  0.136   0.1581  0.1581  0.1193  0.1441
 -0.2035 -0.4458 -0.2035  0.1441  0.4619  0.1581  0.1581  0.2955 -0.3239
 -0.3239  0.136  -0.3239 -0.3239 -0.0967  0.4202  0.4202  0.4202 -0.2035
 -0.2035]"
2235,CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+](=O)[O-],3.46,1.7639,276.214,19,"[ 0.1441  0.      0.1441 -0.2783 -0.1526 -0.5188  0.4619  0.1581  0.1581
  0.4619  0.136   0.1581 -0.0967  0.4202  0.4202  0.4202 -0.3396  0.0335
  0.0335]"
747,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)c4cc(ccc34)S(=O)(=O)C)CC2)c1Cl,2.83,-0.17778000000000016,582.5060000000001,38,"[ 0.08452  0.136    0.245    0.6895   0.1581   0.1581   0.5437  -0.4195
 -0.2051   0.1441  -0.2035  -0.3187  -0.2035  -0.2051  -0.2893  -0.2035
 -0.7096  -0.2783   0.1129   0.136    0.1581  -0.3239  -0.8186   0.1788
  0.2955   0.1581   0.1893   0.1581   0.1581   0.2955  -0.0024  -0.3339
 -0.3339  -0.2035  -0.2035   0.1441   0.245    0.6895 ]"
3448,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,3.29,1.0769,295.3420000000001,22,"[-0.2035 -0.4195  0.5437  0.1581  0.2955 -0.3239  0.1581 -0.3239  0.4619
 -0.5188 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581  0.2955
  0.1581  0.5437 -0.4195 -0.2035]"
1531,C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,-0.26,0.9228200000000002,483.9520000000002,34,"[ 0.1441   0.1193  -0.3187  -0.2035   0.1441   0.1441   0.1193  -0.2035
 -0.3239   0.1581   0.136    0.08452 -0.8186   0.1788  -0.3239  -0.8186
  0.1788   0.136    0.1581   0.1581   0.136   -0.2783   0.1129  -0.2893
  0.5437  -0.4195   0.5437   0.1581   0.1581   0.1581   0.245    0.6895
  0.1581   0.1581 ]"
3838,Cc1nc(NC(=N)N)nc2ccccc12,-0.49,-0.47421000000000013,201.23300000000003,15,"[ 0.08452  0.136   -0.3239   0.4619  -0.5188  -0.2783   0.08387 -1.019
 -0.3239   0.2955   0.1581   0.1581   0.1581   0.1581   0.2955 ]"
3825,CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N,1.83,-0.15819999999999984,365.84200000000004,24,"[ 0.1441 -0.2051 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.4619
 -0.4458 -0.7096 -0.2783  0.1129  0.136   0.1581  0.1581  0.245   0.6895
  0.1893  0.1581 -0.0024 -0.3339 -0.3339 -1.019 ]"
2645,Nc1c2C(=O)N(Cc2nc3c(cccc13)c4ncccn4)C5CCC5,1.85,0.5088999999999998,331.37900000000013,25,"[-1.027   0.4619  0.136  -0.2783  0.1129 -0.3187 -0.0516  0.136  -0.3239
  0.2955  0.2713  0.1581  0.1581  0.1581  0.2955  0.2713 -0.3239  0.1581
  0.1581  0.1581 -0.3239 -0.2051  0.1441  0.1441  0.1441]"
860,CN1C(=O)C=C(CCc2cccc(c2)c3ccccc3)N=C1N,3.8,0.2952999999999999,305.3810000000001,23,"[-0.1444 -0.3239 -0.8186  0.1788  0.1581  0.136  -0.0516 -0.0516  0.136
  0.1581  0.1581  0.1581  0.2713  0.1581  0.2713  0.1581  0.1581  0.1581
  0.1581  0.1581 -0.3239  0.4619 -1.027 ]"
1993,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1.39,-0.1706000000000001,285.391,21,"[-0.2035 -0.4195  0.5437  0.1581  0.1581  0.136  -0.0516 -0.4458 -0.2035
 -0.2035 -0.3187 -0.2035 -0.2035  0.4619  0.1581  0.1581  0.1581  0.1581
 -0.3239  0.1581  0.1581]"
3557,OC(=O)COc1ccc(Cl)cc1C2CCCCC2,0.93,1.5850999999999997,268.73999999999995,18,"[-0.2893 -0.2783 -0.1526 -0.2035 -0.4195  0.5437  0.1581  0.1581  0.245
  0.6895  0.1581  0.136   0.1193  0.1441  0.1441  0.1441  0.1441  0.1441]"
3560,Cn1cc(cc1c2c3C(=O)N(CC#N)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.33,0.8373599999999999,524.9720000000002,38,"[-0.1444  -0.3239   0.1581   0.136    0.1581   0.2713   0.2713   0.2955
 -0.8186   0.1788  -0.3239  -0.0516   0.0017   0.01508 -0.8186   0.1788
 -0.3239  -0.0516   0.       0.1441   0.1441   0.2955  -0.3239  -0.3239
 -0.0516   0.136    0.1581   0.1581  -0.3239   0.2955   0.1581   0.1581
  0.245    0.6895   0.1581   0.2955   0.0017   0.01508]"
600,CN(C)c1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl,2.0,0.50072,569.5550000000003,37,"[-0.2035  -0.4458  -0.2035   0.4619   0.1581   0.1581   0.1893   0.1581
  0.1581  -0.0024  -0.3339  -0.3339  -0.7096  -0.2783   0.4833  -0.3187
 -0.2035   0.1441  -0.2051   0.1441  -0.2035  -0.3187  -0.2035   0.1441
 -0.2051   0.1441  -0.2035  -0.4195   0.5437   0.1581   0.1581   0.245
  0.6895   0.136    0.08452  0.245    0.6895 ]"
1731,CC(C)(C(=O)c1cccnc1)c2cccnc2,1.45,0.9151000000000001,226.279,17,"[ 0.1441 -0.0967  0.1441 -0.2783  0.1129  0.136   0.1581  0.1581  0.1581
 -0.3239  0.1581  0.136   0.1581  0.1581  0.1581 -0.3239  0.1581]"
3662,CC1=CN(C2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)C(=O)NC1=O,3.04,0.3082199999999998,391.4710000000001,29,"[ 0.08452  0.136    0.1581  -0.3239   0.1193   0.1441   0.1441  -0.2035
 -0.3187  -0.0516   0.136    0.1581   0.1581   0.1581   0.5437  -0.4195
  0.5437   0.1581   0.1581   0.1581   0.1581   0.1581   0.1581  -0.2035
 -0.8186   0.1788  -0.3239  -0.8186   0.1788 ]"
4065,Cc1cccc(Nc2ncnc3ccccc23)c1,3.21,1.99162,235.29000000000005,18,"[ 0.08452  0.136    0.1581   0.1581   0.1581   0.4619  -0.5188   0.4619
 -0.3239   0.1581  -0.3239   0.2955   0.1581   0.1581   0.1581   0.1581
  0.2955   0.1581 ]"
2218,NC(=O)c1cccc(C[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1.19,0.39080000000000015,334.46299999999997,25,"[-1.019  -0.2783  0.1129  0.136   0.1581  0.1581  0.1581  0.136  -0.0516
  0.      0.1441 -0.2051  0.1441  0.1441 -0.2051  0.1441 -0.3187 -0.0516
  0.136   0.1581  0.1581  0.1581  0.1581  0.1581  0.1581]"
353,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(C)n1,2.96,1.2445199999999998,264.716,18,"[ 0.08452  0.136    0.1581   0.4619  -0.5188  -0.2783   0.4833  -0.5188
  0.4619   0.1581   0.1581   0.245    0.6895   0.1581   0.1581  -0.3239
 -0.1444  -0.3239 ]"
4198,Clc1ccc2ncccc2c1C(=O)NCC3CCCCC3,2.65,1.7700999999999993,302.8050000000001,21,"[ 0.6895  0.245   0.1581  0.1581  0.2955 -0.3239  0.1581  0.1581  0.1581
  0.2955  0.136  -0.2783  0.1129 -0.7096 -0.2035  0.      0.1441  0.1441
  0.1441  0.1441  0.1441]"
3856,CC(C)Nc1ccc2cnn(c3cncc(n3)n4ccc(CC(=O)O)c4)c2c1,1.24,0.32739999999999975,376.42000000000013,28,"[ 0.1441 -0.2051  0.1441 -0.5188  0.4619  0.1581  0.1581  0.2955  0.1581
 -0.3239 -0.3239  0.2713  0.1581 -0.3239  0.1581  0.2713 -0.3239 -0.3239
  0.1581  0.1581  0.136  -0.0516 -0.2783 -0.1526 -0.2893  0.1581  0.2955
  0.1581]"
2733,Fc1cc(ccc1C2=CCOCC2)N3C[C@H](COc4ccon4)OC3=O,2.61,0.9306000000000003,360.341,26,"[ 0.4202  0.      0.1581  0.4619  0.1581  0.1581  0.136   0.264   0.1551
 -0.2035 -0.0684 -0.2035  0.1441 -0.4458 -0.2035 -0.2051 -0.2035 -0.4195
  0.5437  0.1581  0.1581  0.1552 -0.3239 -0.0684 -0.2783  0.4833]"
2332,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,1.17,0.4917,323.3710000000001,24,"[-0.2035 -0.7096 -0.0516  0.136   0.1581  0.1581  0.2713  0.1581  0.1581
  0.2713 -0.3239  0.2955  0.1581  0.      0.4202  0.1581  0.136  -0.2783
  0.1129 -0.7096 -0.2035 -0.0516  0.136   0.2955]"
1798,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,3.39,-0.48499999999999976,657.8210000000003,44,"[ 0.1441 -0.2035 -0.3187 -0.2051  0.1441 -0.2035 -0.3187 -0.2035  0.1441
  0.1193  0.      0.1441 -0.2035 -0.3187 -0.2035  0.1441 -0.0024 -0.3339
 -0.3339 -0.2051  0.4202  0.4202  0.4202  0.136   0.1581  0.1581  0.1581
  0.1581  0.1581 -0.2035  0.1441 -0.2783 -0.1526 -0.0516  0.136   0.1581
  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339 -0.3339 -0.2035]"
4161,CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O,-0.3,0.12790000000000018,364.4230000000001,25,"[ 0.1441  0.1441  0.1441 -0.2035 -0.5188  0.4619  0.1581  0.136   0.1581
  0.1893  0.5437 -0.4195  0.5437  0.1581  0.1581  0.1581  0.1581  0.1581
 -0.0024 -0.3339 -0.3339 -1.019  -0.2783  0.1129 -0.2893]"
1131,CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,2.0,0.46082,393.49100000000004,29,"[-0.2035  -0.3187  -0.2035  -0.2035  -0.2051  -0.2893  -0.2035  -0.4195
  0.5437   0.1581   0.1581   0.4619  -0.5188   0.4619  -0.3239   0.1581
  0.136    0.08452  0.4619  -0.5188   0.4619   0.1581   0.1581   0.1581
  0.1581   0.1581  -0.3239   0.1581   0.1581 ]"
2690,NC(=N)c1cc2c(I)cccc2s1,0.74,1.6553700000000005,302.14000000000004,13,"[-1.019   -0.2783   0.08387  0.136    0.1581   0.2955   0.       0.8857
  0.1581   0.1581   0.1581   0.2955   0.6237 ]"
2715,CCOc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c4ccc(F)cn4)n[nH]1,2.55,0.6688999999999996,401.37700000000007,29,"[ 0.1441 -0.2035 -0.4195  0.5437  0.1581  0.4619 -0.5188  0.4619 -0.3239
  0.2955  0.2955  0.1581  0.      0.4202 -0.3239  0.1581 -0.3239  0.1193
 -0.2035 -0.2893  0.136   0.1581  0.1581  0.      0.4202  0.1581 -0.3239
 -0.3239 -0.3239]"
2993,Clc1ccc2N(C3CCN(CCCN4C(=O)Nc5ccccc45)CC3)C(=O)Nc2c1,3.45,0.21879999999999994,425.9200000000002,30,"[ 0.6895  0.245   0.1581  0.1581  0.2955 -0.3239  0.1193  0.1441 -0.2035
 -0.3187 -0.2035  0.1441 -0.0516 -0.3239 -0.8186  0.1788 -0.3239  0.2955
  0.1581  0.1581  0.1581  0.1581  0.2955 -0.2035  0.1441 -0.8186  0.1788
 -0.3239  0.2955  0.1581]"
424,O=C(N1CCCCC1)c2scc3CCCCc23,3.16,0.9160000000000001,249.37899999999993,17,"[ 0.1129 -0.2783 -0.3187 -0.2035  0.1441  0.1441  0.1441 -0.2035  0.136
  0.6237  0.1581  0.136  -0.0516  0.1441  0.1441 -0.0516  0.136 ]"
4086,Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,-0.01,-0.16199999999999998,249.29500000000002,17,"[-1.027   0.4619  0.1581  0.1581  0.1893  0.1581  0.1581 -0.0024 -0.3339
 -0.3339 -0.5188  0.4619  0.1581  0.1581  0.1581  0.1581 -0.3239]"
3170,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.48,1.2105000000000001,286.4,20,"[ 0.1441 -0.2051 -1.019  -0.0516  0.136   0.1581 -0.3239  0.2955  0.1581
  0.1581  0.5437 -0.4195 -0.0516  0.136   0.1581  0.1581  0.1581  0.6237
  0.1581  0.2955]"
2714,CC(=O)Nc1ccc2c(c1)c(cn2C)c3cc(NC4CC4)n5ncc(C#N)c5n3,2.94,0.77298,385.43100000000015,29,"[ 0.1441  -0.2783  -0.1526  -0.5188   0.4619   0.1581   0.1581   0.2955
  0.2955   0.1581   0.2713   0.1581  -0.3239  -0.1444   0.2713   0.1581
  0.4619  -0.5188  -0.2051   0.1441   0.1441  -0.3239  -0.3239   0.1581
  0.136    0.0017   0.01508  0.2955  -0.3239 ]"
3019,Clc1ccc(cc1)C(=O)CN2C3=NCCN3c4ccccc24,2.62,1.4969000000000001,311.772,22,"[ 0.6895  0.245   0.1581  0.1581  0.136   0.1581  0.1581 -0.2783  0.1129
 -0.2035 -0.4458 -0.2783  0.1836 -0.2035 -0.2035 -0.4458  0.4619  0.1581
  0.1581  0.1581  0.1581  0.4619]"
742,CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,0.97,-1.0965999999999996,348.42800000000005,24,"[-0.2035 -0.3187 -0.2035 -0.2035 -0.2893 -0.0516  0.136   0.1581  0.1581
  0.2713  0.1581  0.1581  0.2713  0.1581  0.136  -0.2783  0.1129 -1.019
  0.4619 -0.5188 -0.2783  0.4833 -1.019   0.6237]"
515,O=C(Nc1nnn[nH]1)C2=CC(=C3C=CC=CN3C2=O)Oc4ccccc4,0.67,0.1987999999999996,348.3220000000001,26,"[ 0.1129 -0.2783 -0.5188  0.4619 -0.3239 -0.3239 -0.3239 -0.3239  0.136
  0.1581  0.5437  0.2955  0.1581  0.1581  0.1581  0.1581 -0.3239 -0.8186
  0.1788 -0.4195  0.5437  0.1581  0.1581  0.1581  0.1581  0.1581]"
2702,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2cccc(c2)C(=O)O)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,1.2,0.6789999999999999,573.5240000000005,41,"[ 0.1441  0.      0.1441 -0.2051 -0.7096 -0.2783 -0.1526 -0.0516 -0.3239
 -0.8186  0.1788  0.4619  0.1581  0.1581  0.2713  0.2713  0.1581  0.1581
  0.1581  0.136   0.1581 -0.2783  0.1129 -0.2893 -0.5188 -0.2783  0.4833
 -0.0684 -0.0516  0.136   0.1581  0.1581  0.1581  0.1581  0.1581 -0.2783
 -0.1526 -0.2051  0.4202  0.4202  0.4202]"
3929,Nc1nccc2ccccc12,1.5,0.6506000000000001,144.17699999999996,11,"[-1.027   0.4619 -0.3239  0.1581  0.1581  0.2955  0.1581  0.1581  0.1581
  0.1581  0.2955]"
3597,OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCC6,1.33,0.5593000000000001,419.5250000000003,31,"[-0.2893 -0.2783  0.1129  0.136   0.1581  0.1581  0.2713  0.1581  0.1581
 -0.3239 -0.3239  0.1581  0.136  -0.2783  0.1129 -0.7096 -0.2051  0.
  0.1441  0.      0.1441  0.      0.1441  0.      0.1441  0.1441  0.136
  0.1193  0.1441  0.1441  0.1441]"
1054,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)c4noc(C)n4,2.6,-0.7311999999999999,392.4230000000002,29,"[ 0.1441  -0.2051  -0.2035  -0.4458  -0.2035  -0.2035  -0.4458   0.4619
 -0.3239   0.1581   0.5437  -0.4195  -0.0516   0.136    0.1581   0.1581
 -0.3239   0.1581   0.136    0.0017   0.01508  0.1581  -0.3239   0.4619
 -0.3239   0.1552   0.136    0.08452 -0.3239 ]"
3867,Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(CC4)C(=O)c5occc5)n3c2c1,2.3,0.34004,449.5360000000003,32,"[ 0.08452  0.136    0.1581   0.1581   0.2955   0.1581   0.136    0.08452
  0.2955  -0.3239  -0.3239   0.1893   0.6482  -0.2035  -0.2783  -0.1526
 -0.3187  -0.2035  -0.2035  -0.3187  -0.2035  -0.2035  -0.2783   0.1129
  0.136    0.1552   0.1581   0.1581   0.1581  -0.3239   0.2955   0.1581 ]"
1724,Cc1cc(OCCCS(=O)(=O)C)cc(C)c1c2cccc(COc3ccc4[C@H](CC(=O)O)COc4c3)c2,2.3,1.20264,524.6350000000003,37,"[ 0.08452  0.136    0.1581   0.5437  -0.4195  -0.2035   0.1441  -0.2035
 -0.0024  -0.3339  -0.3339  -0.2035   0.1581   0.136    0.08452  0.2713
  0.2713   0.1581   0.1581   0.1581   0.136   -0.0516  -0.4195   0.5437
  0.1581   0.1581   0.136    0.1193   0.1441  -0.2783  -0.1526  -0.2893
 -0.2035  -0.4195   0.5437   0.1581   0.1581 ]"
